ERCC-00002	164526
ERCC-00003	20579
ERCC-00004	40809
ERCC-00009	5184
ERCC-00012	0
ERCC-00013	10
ERCC-00014	155
ERCC-00016	14
ERCC-00017	2
ERCC-00019	192
ERCC-00022	1593
ERCC-00024	0
ERCC-00025	1442
ERCC-00028	41
ERCC-00031	53
ERCC-00033	42
ERCC-00034	247
ERCC-00035	1364
ERCC-00039	27
ERCC-00040	6
ERCC-00041	0
ERCC-00042	7063
ERCC-00043	13118
ERCC-00044	1421
ERCC-00046	19580
ERCC-00048	0
ERCC-00051	90
ERCC-00053	383
ERCC-00054	77
ERCC-00057	0
ERCC-00058	28
ERCC-00059	58
ERCC-00060	5887
ERCC-00061	0
ERCC-00062	1483
ERCC-00067	0
ERCC-00069	29
ERCC-00071	486
ERCC-00073	3
ERCC-00074	117778
ERCC-00075	0
ERCC-00076	1415
ERCC-00077	0
ERCC-00078	510
ERCC-00079	471
ERCC-00081	0
ERCC-00083	0
ERCC-00084	433
ERCC-00085	35
ERCC-00086	0
ERCC-00092	3731
ERCC-00095	952
ERCC-00096	211863
ERCC-00097	0
ERCC-00098	0
ERCC-00099	415
ERCC-00104	5
ERCC-00108	6921
ERCC-00109	0
ERCC-00111	8081
ERCC-00112	1813
ERCC-00113	38432
ERCC-00116	9145
ERCC-00117	0
ERCC-00120	0
ERCC-00123	0
ERCC-00126	52
ERCC-00130	434281
ERCC-00131	1458
ERCC-00134	0
ERCC-00136	23797
ERCC-00137	8
ERCC-00138	24
ERCC-00142	0
ERCC-00143	29
ERCC-00144	206
ERCC-00145	10942
ERCC-00147	13
ERCC-00148	97
ERCC-00150	36
ERCC-00154	47
ERCC-00156	0
ERCC-00157	91
ERCC-00158	3
ERCC-00160	108
ERCC-00162	304
ERCC-00163	116
ERCC-00164	10
ERCC-00165	275
ERCC-00168	0
ERCC-00170	627
ERCC-00171	33715
