ERCC-00002	189156
ERCC-00003	26056
ERCC-00004	56240
ERCC-00009	6048
ERCC-00012	2
ERCC-00013	9
ERCC-00014	95
ERCC-00016	3
ERCC-00017	0
ERCC-00019	341
ERCC-00022	2046
ERCC-00024	9
ERCC-00025	1767
ERCC-00028	49
ERCC-00031	34
ERCC-00033	75
ERCC-00034	225
ERCC-00035	1548
ERCC-00039	33
ERCC-00040	8
ERCC-00041	1
ERCC-00042	8890
ERCC-00043	12452
ERCC-00044	1950
ERCC-00046	17886
ERCC-00048	0
ERCC-00051	56
ERCC-00053	433
ERCC-00054	56
ERCC-00057	0
ERCC-00058	22
ERCC-00059	62
ERCC-00060	6744
ERCC-00061	0
ERCC-00062	1427
ERCC-00067	15
ERCC-00069	51
ERCC-00071	615
ERCC-00073	14
ERCC-00074	165561
ERCC-00075	0
ERCC-00076	1691
ERCC-00077	6
ERCC-00078	631
ERCC-00079	614
ERCC-00081	6
ERCC-00083	2
ERCC-00084	472
ERCC-00085	74
ERCC-00086	7
ERCC-00092	4182
ERCC-00095	1401
ERCC-00096	247199
ERCC-00097	0
ERCC-00098	3
ERCC-00099	393
ERCC-00104	7
ERCC-00108	7571
ERCC-00109	9
ERCC-00111	9182
ERCC-00112	1895
ERCC-00113	44982
ERCC-00116	9220
ERCC-00117	0
ERCC-00120	4
ERCC-00123	5
ERCC-00126	126
ERCC-00130	473051
ERCC-00131	1833
ERCC-00134	0
ERCC-00136	24996
ERCC-00137	2
ERCC-00138	4
ERCC-00142	0
ERCC-00143	38
ERCC-00144	212
ERCC-00145	11864
ERCC-00147	15
ERCC-00148	86
ERCC-00150	26
ERCC-00154	62
ERCC-00156	0
ERCC-00157	194
ERCC-00158	9
ERCC-00160	116
ERCC-00162	524
ERCC-00163	112
ERCC-00164	3
ERCC-00165	464
ERCC-00168	26
ERCC-00170	524
ERCC-00171	44543
