ERCC-00002	70221
ERCC-00003	9162
ERCC-00004	22645
ERCC-00009	2095
ERCC-00012	4
ERCC-00013	12
ERCC-00014	47
ERCC-00016	0
ERCC-00017	0
ERCC-00019	156
ERCC-00022	807
ERCC-00024	0
ERCC-00025	615
ERCC-00028	14
ERCC-00031	10
ERCC-00033	26
ERCC-00034	93
ERCC-00035	567
ERCC-00039	8
ERCC-00040	8
ERCC-00041	1
ERCC-00042	2820
ERCC-00043	4838
ERCC-00044	638
ERCC-00046	6703
ERCC-00048	0
ERCC-00051	48
ERCC-00053	206
ERCC-00054	35
ERCC-00057	0
ERCC-00058	18
ERCC-00059	29
ERCC-00060	2747
ERCC-00061	0
ERCC-00062	595
ERCC-00067	7
ERCC-00069	16
ERCC-00071	267
ERCC-00073	5
ERCC-00074	68327
ERCC-00075	0
ERCC-00076	649
ERCC-00077	1
ERCC-00078	240
ERCC-00079	281
ERCC-00081	0
ERCC-00083	0
ERCC-00084	149
ERCC-00085	24
ERCC-00086	3
ERCC-00092	1550
ERCC-00095	513
ERCC-00096	91140
ERCC-00097	2
ERCC-00098	0
ERCC-00099	137
ERCC-00104	2
ERCC-00108	2950
ERCC-00109	0
ERCC-00111	3340
ERCC-00112	736
ERCC-00113	18024
ERCC-00116	3247
ERCC-00117	1
ERCC-00120	0
ERCC-00123	0
ERCC-00126	39
ERCC-00130	186085
ERCC-00131	726
ERCC-00134	1
ERCC-00136	10066
ERCC-00137	1
ERCC-00138	0
ERCC-00142	3
ERCC-00143	15
ERCC-00144	67
ERCC-00145	4842
ERCC-00147	4
ERCC-00148	37
ERCC-00150	12
ERCC-00154	29
ERCC-00156	1
ERCC-00157	69
ERCC-00158	7
ERCC-00160	53
ERCC-00162	178
ERCC-00163	32
ERCC-00164	1
ERCC-00165	136
ERCC-00168	7
ERCC-00170	187
ERCC-00171	16965
