ERCC-00002	443784
ERCC-00003	27467
ERCC-00004	101417
ERCC-00009	18414
ERCC-00012	2
ERCC-00013	20
ERCC-00014	173
ERCC-00016	4
ERCC-00017	0
ERCC-00019	501
ERCC-00022	3603
ERCC-00024	3
ERCC-00025	3008
ERCC-00028	117
ERCC-00031	64
ERCC-00033	136
ERCC-00034	363
ERCC-00035	2327
ERCC-00039	60
ERCC-00040	18
ERCC-00041	6
ERCC-00042	11246
ERCC-00043	19386
ERCC-00044	3953
ERCC-00046	48454
ERCC-00048	0
ERCC-00051	161
ERCC-00053	837
ERCC-00054	48
ERCC-00057	0
ERCC-00058	75
ERCC-00059	229
ERCC-00060	5857
ERCC-00061	4
ERCC-00062	1724
ERCC-00067	35
ERCC-00069	72
ERCC-00071	930
ERCC-00073	12
ERCC-00074	226501
ERCC-00075	2
ERCC-00076	2878
ERCC-00077	20
ERCC-00078	828
ERCC-00079	1137
ERCC-00081	3
ERCC-00083	2
ERCC-00084	796
ERCC-00085	117
ERCC-00086	11
ERCC-00092	6418
ERCC-00095	1986
ERCC-00096	438295
ERCC-00097	13
ERCC-00098	1
ERCC-00099	579
ERCC-00104	18
ERCC-00108	17969
ERCC-00109	16
ERCC-00111	12727
ERCC-00112	4445
ERCC-00113	78123
ERCC-00116	22055
ERCC-00117	0
ERCC-00120	6
ERCC-00123	12
ERCC-00126	225
ERCC-00130	654807
ERCC-00131	2670
ERCC-00134	8
ERCC-00136	41590
ERCC-00137	10
ERCC-00138	1
ERCC-00142	1
ERCC-00143	85
ERCC-00144	200
ERCC-00145	17470
ERCC-00147	23
ERCC-00148	107
ERCC-00150	66
ERCC-00154	91
ERCC-00156	1
ERCC-00157	326
ERCC-00158	9
ERCC-00160	289
ERCC-00162	722
ERCC-00163	210
ERCC-00164	5
ERCC-00165	1041
ERCC-00168	20
ERCC-00170	393
ERCC-00171	46479
