ERCC-00002	231048
ERCC-00003	15017
ERCC-00004	59135
ERCC-00009	10613
ERCC-00012	0
ERCC-00013	7
ERCC-00014	70
ERCC-00016	1
ERCC-00017	0
ERCC-00019	240
ERCC-00022	1874
ERCC-00024	1
ERCC-00025	1480
ERCC-00028	64
ERCC-00031	15
ERCC-00033	46
ERCC-00034	201
ERCC-00035	1040
ERCC-00039	28
ERCC-00040	7
ERCC-00041	3
ERCC-00042	5914
ERCC-00043	10644
ERCC-00044	2070
ERCC-00046	25549
ERCC-00048	1
ERCC-00051	87
ERCC-00053	481
ERCC-00054	40
ERCC-00057	3
ERCC-00058	26
ERCC-00059	114
ERCC-00060	3257
ERCC-00061	1
ERCC-00062	889
ERCC-00067	8
ERCC-00069	35
ERCC-00071	512
ERCC-00073	12
ERCC-00074	119342
ERCC-00075	0
ERCC-00076	1457
ERCC-00077	8
ERCC-00078	434
ERCC-00079	556
ERCC-00081	1
ERCC-00083	0
ERCC-00084	458
ERCC-00085	71
ERCC-00086	3
ERCC-00092	2876
ERCC-00095	1137
ERCC-00096	246088
ERCC-00097	5
ERCC-00098	1
ERCC-00099	290
ERCC-00104	9
ERCC-00108	9736
ERCC-00109	0
ERCC-00111	6818
ERCC-00112	2530
ERCC-00113	42965
ERCC-00116	12325
ERCC-00117	0
ERCC-00120	0
ERCC-00123	5
ERCC-00126	116
ERCC-00130	328962
ERCC-00131	1307
ERCC-00134	0
ERCC-00136	20988
ERCC-00137	0
ERCC-00138	4
ERCC-00142	1
ERCC-00143	41
ERCC-00144	116
ERCC-00145	9906
ERCC-00147	5
ERCC-00148	57
ERCC-00150	26
ERCC-00154	51
ERCC-00156	3
ERCC-00157	180
ERCC-00158	9
ERCC-00160	162
ERCC-00162	424
ERCC-00163	116
ERCC-00164	1
ERCC-00165	625
ERCC-00168	9
ERCC-00170	185
ERCC-00171	25931
