ERCC-00002	197234
ERCC-00003	11755
ERCC-00004	41231
ERCC-00009	8466
ERCC-00012	2
ERCC-00013	10
ERCC-00014	77
ERCC-00016	0
ERCC-00017	0
ERCC-00019	179
ERCC-00022	1552
ERCC-00024	2
ERCC-00025	1248
ERCC-00028	47
ERCC-00031	20
ERCC-00033	49
ERCC-00034	173
ERCC-00035	1088
ERCC-00039	27
ERCC-00040	8
ERCC-00041	6
ERCC-00042	5475
ERCC-00043	8793
ERCC-00044	1698
ERCC-00046	21606
ERCC-00048	0
ERCC-00051	80
ERCC-00053	315
ERCC-00054	11
ERCC-00057	0
ERCC-00058	24
ERCC-00059	91
ERCC-00060	2394
ERCC-00061	0
ERCC-00062	766
ERCC-00067	7
ERCC-00069	34
ERCC-00071	436
ERCC-00073	11
ERCC-00074	81858
ERCC-00075	2
ERCC-00076	1146
ERCC-00077	4
ERCC-00078	375
ERCC-00079	427
ERCC-00081	1
ERCC-00083	0
ERCC-00084	387
ERCC-00085	37
ERCC-00086	2
ERCC-00092	3083
ERCC-00095	882
ERCC-00096	200257
ERCC-00097	5
ERCC-00098	1
ERCC-00099	301
ERCC-00104	11
ERCC-00108	8373
ERCC-00109	5
ERCC-00111	5783
ERCC-00112	2017
ERCC-00113	34740
ERCC-00116	10691
ERCC-00117	1
ERCC-00120	1
ERCC-00123	4
ERCC-00126	95
ERCC-00130	291192
ERCC-00131	1129
ERCC-00134	3
ERCC-00136	17235
ERCC-00137	1
ERCC-00138	3
ERCC-00142	0
ERCC-00143	24
ERCC-00144	91
ERCC-00145	7785
ERCC-00147	6
ERCC-00148	29
ERCC-00150	33
ERCC-00154	38
ERCC-00156	0
ERCC-00157	161
ERCC-00158	12
ERCC-00160	127
ERCC-00162	329
ERCC-00163	87
ERCC-00164	3
ERCC-00165	493
ERCC-00168	7
ERCC-00170	214
ERCC-00171	19784
