ERCC-00002	333177
ERCC-00003	35386
ERCC-00004	9271
ERCC-00009	4976
ERCC-00012	9
ERCC-00013	16
ERCC-00014	234
ERCC-00016	1
ERCC-00017	0
ERCC-00019	49
ERCC-00022	3250
ERCC-00024	2
ERCC-00025	1467
ERCC-00028	0
ERCC-00031	14
ERCC-00033	19
ERCC-00034	173
ERCC-00035	1220
ERCC-00039	48
ERCC-00040	7
ERCC-00041	6
ERCC-00042	5992
ERCC-00043	19346
ERCC-00044	2255
ERCC-00046	28140
ERCC-00048	0
ERCC-00051	49
ERCC-00053	347
ERCC-00054	81
ERCC-00057	0
ERCC-00058	78
ERCC-00059	97
ERCC-00060	4660
ERCC-00061	3
ERCC-00062	277
ERCC-00067	12
ERCC-00069	80
ERCC-00071	713
ERCC-00073	0
ERCC-00074	154947
ERCC-00075	0
ERCC-00076	1948
ERCC-00077	18
ERCC-00078	1139
ERCC-00079	1173
ERCC-00081	21
ERCC-00083	0
ERCC-00084	598
ERCC-00085	7
ERCC-00086	9
ERCC-00092	963
ERCC-00095	240
ERCC-00096	201625
ERCC-00097	0
ERCC-00098	0
ERCC-00099	437
ERCC-00104	2
ERCC-00108	1658
ERCC-00109	4
ERCC-00111	10320
ERCC-00112	3120
ERCC-00113	56146
ERCC-00116	2036
ERCC-00117	0
ERCC-00120	3
ERCC-00123	6
ERCC-00126	77
ERCC-00130	97000
ERCC-00131	324
ERCC-00134	0
ERCC-00136	5499
ERCC-00137	0
ERCC-00138	0
ERCC-00142	7
ERCC-00143	30
ERCC-00144	26
ERCC-00145	14313
ERCC-00147	0
ERCC-00148	34
ERCC-00150	46
ERCC-00154	12
ERCC-00156	0
ERCC-00157	274
ERCC-00158	15
ERCC-00160	295
ERCC-00162	445
ERCC-00163	183
ERCC-00164	0
ERCC-00165	673
ERCC-00168	28
ERCC-00170	109
ERCC-00171	32003
