ERCC-00002	162743
ERCC-00003	19137
ERCC-00004	40812
ERCC-00009	5409
ERCC-00012	3
ERCC-00013	9
ERCC-00014	87
ERCC-00016	0
ERCC-00017	2
ERCC-00019	301
ERCC-00022	1727
ERCC-00024	0
ERCC-00025	1494
ERCC-00028	68
ERCC-00031	26
ERCC-00033	61
ERCC-00034	201
ERCC-00035	1272
ERCC-00039	40
ERCC-00040	10
ERCC-00041	1
ERCC-00042	6878
ERCC-00043	10568
ERCC-00044	1623
ERCC-00046	14740
ERCC-00048	0
ERCC-00051	51
ERCC-00053	378
ERCC-00054	72
ERCC-00057	0
ERCC-00058	38
ERCC-00059	77
ERCC-00060	5008
ERCC-00061	2
ERCC-00062	1115
ERCC-00067	18
ERCC-00069	30
ERCC-00071	512
ERCC-00073	3
ERCC-00074	107337
ERCC-00075	3
ERCC-00076	1325
ERCC-00077	2
ERCC-00078	478
ERCC-00079	545
ERCC-00081	3
ERCC-00083	0
ERCC-00084	446
ERCC-00085	64
ERCC-00086	2
ERCC-00092	3302
ERCC-00095	1067
ERCC-00096	219760
ERCC-00097	3
ERCC-00098	1
ERCC-00099	321
ERCC-00104	4
ERCC-00108	6920
ERCC-00109	6
ERCC-00111	7673
ERCC-00112	1773
ERCC-00113	36351
ERCC-00116	8185
ERCC-00117	1
ERCC-00120	2
ERCC-00123	4
ERCC-00126	100
ERCC-00130	392789
ERCC-00131	1335
ERCC-00134	3
ERCC-00136	19397
ERCC-00137	0
ERCC-00138	3
ERCC-00142	2
ERCC-00143	24
ERCC-00144	127
ERCC-00145	9870
ERCC-00147	31
ERCC-00148	55
ERCC-00150	25
ERCC-00154	68
ERCC-00156	4
ERCC-00157	206
ERCC-00158	8
ERCC-00160	136
ERCC-00162	395
ERCC-00163	103
ERCC-00164	12
ERCC-00165	343
ERCC-00168	10
ERCC-00170	406
ERCC-00171	34016
