ERCC-00002	119447
ERCC-00003	17605
ERCC-00004	37115
ERCC-00009	3678
ERCC-00012	1
ERCC-00013	11
ERCC-00014	77
ERCC-00016	1
ERCC-00017	1
ERCC-00019	215
ERCC-00022	1295
ERCC-00024	0
ERCC-00025	1173
ERCC-00028	41
ERCC-00031	26
ERCC-00033	42
ERCC-00034	180
ERCC-00035	963
ERCC-00039	27
ERCC-00040	8
ERCC-00041	4
ERCC-00042	5457
ERCC-00043	7829
ERCC-00044	1130
ERCC-00046	10682
ERCC-00048	0
ERCC-00051	42
ERCC-00053	310
ERCC-00054	44
ERCC-00057	0
ERCC-00058	21
ERCC-00059	45
ERCC-00060	4232
ERCC-00061	1
ERCC-00062	1078
ERCC-00067	21
ERCC-00069	34
ERCC-00071	416
ERCC-00073	2
ERCC-00074	114320
ERCC-00075	1
ERCC-00076	1069
ERCC-00077	0
ERCC-00078	411
ERCC-00079	496
ERCC-00081	0
ERCC-00083	2
ERCC-00084	336
ERCC-00085	26
ERCC-00086	7
ERCC-00092	2847
ERCC-00095	932
ERCC-00096	157987
ERCC-00097	5
ERCC-00098	2
ERCC-00099	264
ERCC-00104	3
ERCC-00108	4669
ERCC-00109	0
ERCC-00111	6053
ERCC-00112	1267
ERCC-00113	30734
ERCC-00116	5665
ERCC-00117	0
ERCC-00120	1
ERCC-00123	4
ERCC-00126	68
ERCC-00130	325348
ERCC-00131	1137
ERCC-00134	1
ERCC-00136	17490
ERCC-00137	7
ERCC-00138	3
ERCC-00142	1
ERCC-00143	6
ERCC-00144	100
ERCC-00145	7882
ERCC-00147	16
ERCC-00148	40
ERCC-00150	37
ERCC-00154	80
ERCC-00156	0
ERCC-00157	171
ERCC-00158	13
ERCC-00160	94
ERCC-00162	343
ERCC-00163	91
ERCC-00164	6
ERCC-00165	202
ERCC-00168	8
ERCC-00170	383
ERCC-00171	29222
