ERCC-00002	235208
ERCC-00003	29505
ERCC-00004	66344
ERCC-00009	8141
ERCC-00012	2
ERCC-00013	15
ERCC-00014	137
ERCC-00016	5
ERCC-00017	8
ERCC-00019	431
ERCC-00022	2669
ERCC-00024	2
ERCC-00025	2127
ERCC-00028	85
ERCC-00031	52
ERCC-00033	94
ERCC-00034	268
ERCC-00035	1891
ERCC-00039	27
ERCC-00040	15
ERCC-00041	8
ERCC-00042	10790
ERCC-00043	15431
ERCC-00044	2100
ERCC-00046	23267
ERCC-00048	0
ERCC-00051	71
ERCC-00053	583
ERCC-00054	82
ERCC-00057	0
ERCC-00058	30
ERCC-00059	93
ERCC-00060	7115
ERCC-00061	3
ERCC-00062	1798
ERCC-00067	27
ERCC-00069	53
ERCC-00071	754
ERCC-00073	8
ERCC-00074	182005
ERCC-00075	0
ERCC-00076	2088
ERCC-00077	3
ERCC-00078	827
ERCC-00079	743
ERCC-00081	3
ERCC-00083	3
ERCC-00084	627
ERCC-00085	75
ERCC-00086	2
ERCC-00092	5174
ERCC-00095	1714
ERCC-00096	299831
ERCC-00097	7
ERCC-00098	1
ERCC-00099	504
ERCC-00104	8
ERCC-00108	9990
ERCC-00109	6
ERCC-00111	11153
ERCC-00112	2406
ERCC-00113	53177
ERCC-00116	12152
ERCC-00117	1
ERCC-00120	4
ERCC-00123	9
ERCC-00126	121
ERCC-00130	560495
ERCC-00131	2079
ERCC-00134	6
ERCC-00136	30008
ERCC-00137	3
ERCC-00138	9
ERCC-00142	2
ERCC-00143	46
ERCC-00144	194
ERCC-00145	14241
ERCC-00147	18
ERCC-00148	92
ERCC-00150	50
ERCC-00154	78
ERCC-00156	3
ERCC-00157	259
ERCC-00158	16
ERCC-00160	164
ERCC-00162	646
ERCC-00163	140
ERCC-00164	10
ERCC-00165	484
ERCC-00168	13
ERCC-00170	614
ERCC-00171	47815
