ERCC-00002	185273
ERCC-00003	11816
ERCC-00004	46366
ERCC-00009	7945
ERCC-00012	0
ERCC-00013	5
ERCC-00014	79
ERCC-00016	2
ERCC-00017	2
ERCC-00019	217
ERCC-00022	1581
ERCC-00024	1
ERCC-00025	1227
ERCC-00028	47
ERCC-00031	19
ERCC-00033	56
ERCC-00034	207
ERCC-00035	1034
ERCC-00039	24
ERCC-00040	5
ERCC-00041	9
ERCC-00042	5197
ERCC-00043	8862
ERCC-00044	1556
ERCC-00046	22720
ERCC-00048	0
ERCC-00051	99
ERCC-00053	359
ERCC-00054	21
ERCC-00057	0
ERCC-00058	31
ERCC-00059	106
ERCC-00060	2715
ERCC-00061	1
ERCC-00062	760
ERCC-00067	20
ERCC-00069	33
ERCC-00071	449
ERCC-00073	6
ERCC-00074	106837
ERCC-00075	0
ERCC-00076	1206
ERCC-00077	2
ERCC-00078	403
ERCC-00079	534
ERCC-00081	1
ERCC-00083	1
ERCC-00084	363
ERCC-00085	60
ERCC-00086	2
ERCC-00092	3115
ERCC-00095	895
ERCC-00096	196214
ERCC-00097	3
ERCC-00098	0
ERCC-00099	242
ERCC-00104	10
ERCC-00108	7484
ERCC-00109	5
ERCC-00111	5654
ERCC-00112	1863
ERCC-00113	35473
ERCC-00116	9627
ERCC-00117	0
ERCC-00120	0
ERCC-00123	8
ERCC-00126	105
ERCC-00130	290946
ERCC-00131	1198
ERCC-00134	4
ERCC-00136	18278
ERCC-00137	3
ERCC-00138	2
ERCC-00142	0
ERCC-00143	29
ERCC-00144	111
ERCC-00145	7692
ERCC-00147	13
ERCC-00148	40
ERCC-00150	34
ERCC-00154	32
ERCC-00156	0
ERCC-00157	151
ERCC-00158	6
ERCC-00160	116
ERCC-00162	334
ERCC-00163	94
ERCC-00164	3
ERCC-00165	464
ERCC-00168	7
ERCC-00170	223
ERCC-00171	22066
