ERCC-00002	361692
ERCC-00003	40321
ERCC-00004	10759
ERCC-00009	5467
ERCC-00012	1
ERCC-00013	28
ERCC-00014	164
ERCC-00016	0
ERCC-00017	0
ERCC-00019	72
ERCC-00022	3819
ERCC-00024	1
ERCC-00025	1737
ERCC-00028	12
ERCC-00031	29
ERCC-00033	13
ERCC-00034	276
ERCC-00035	1504
ERCC-00039	30
ERCC-00040	22
ERCC-00041	5
ERCC-00042	6689
ERCC-00043	24336
ERCC-00044	2585
ERCC-00046	35505
ERCC-00048	4
ERCC-00051	86
ERCC-00053	409
ERCC-00054	103
ERCC-00057	0
ERCC-00058	79
ERCC-00059	141
ERCC-00060	5935
ERCC-00061	0
ERCC-00062	292
ERCC-00067	10
ERCC-00069	63
ERCC-00071	816
ERCC-00073	5
ERCC-00074	185083
ERCC-00075	0
ERCC-00076	2274
ERCC-00077	10
ERCC-00078	1344
ERCC-00079	1344
ERCC-00081	0
ERCC-00083	0
ERCC-00084	694
ERCC-00085	36
ERCC-00086	8
ERCC-00092	1080
ERCC-00095	243
ERCC-00096	230717
ERCC-00097	0
ERCC-00098	0
ERCC-00099	575
ERCC-00104	2
ERCC-00108	1938
ERCC-00109	2
ERCC-00111	12420
ERCC-00112	3433
ERCC-00113	62829
ERCC-00116	2070
ERCC-00117	11
ERCC-00120	5
ERCC-00123	2
ERCC-00126	68
ERCC-00130	107247
ERCC-00131	404
ERCC-00134	0
ERCC-00136	5702
ERCC-00137	10
ERCC-00138	6
ERCC-00142	1
ERCC-00143	32
ERCC-00144	42
ERCC-00145	16875
ERCC-00147	1
ERCC-00148	46
ERCC-00150	32
ERCC-00154	27
ERCC-00156	1
ERCC-00157	282
ERCC-00158	24
ERCC-00160	292
ERCC-00162	558
ERCC-00163	191
ERCC-00164	11
ERCC-00165	736
ERCC-00168	18
ERCC-00170	179
ERCC-00171	38821
