ERCC-00002	320633
ERCC-00003	34071
ERCC-00004	10794
ERCC-00009	5160
ERCC-00012	5
ERCC-00013	27
ERCC-00014	157
ERCC-00016	3
ERCC-00017	0
ERCC-00019	60
ERCC-00022	3665
ERCC-00024	5
ERCC-00025	1395
ERCC-00028	8
ERCC-00031	16
ERCC-00033	16
ERCC-00034	195
ERCC-00035	1230
ERCC-00039	44
ERCC-00040	10
ERCC-00041	4
ERCC-00042	5975
ERCC-00043	18360
ERCC-00044	2152
ERCC-00046	29221
ERCC-00048	0
ERCC-00051	47
ERCC-00053	405
ERCC-00054	88
ERCC-00057	0
ERCC-00058	40
ERCC-00059	115
ERCC-00060	4657
ERCC-00061	3
ERCC-00062	317
ERCC-00067	34
ERCC-00069	48
ERCC-00071	725
ERCC-00073	10
ERCC-00074	182297
ERCC-00075	1
ERCC-00076	1889
ERCC-00077	3
ERCC-00078	1054
ERCC-00079	1122
ERCC-00081	5
ERCC-00083	0
ERCC-00084	666
ERCC-00085	13
ERCC-00086	10
ERCC-00092	880
ERCC-00095	206
ERCC-00096	203402
ERCC-00097	0
ERCC-00098	0
ERCC-00099	447
ERCC-00104	5
ERCC-00108	1656
ERCC-00109	0
ERCC-00111	10260
ERCC-00112	3242
ERCC-00113	54572
ERCC-00116	1976
ERCC-00117	0
ERCC-00120	3
ERCC-00123	0
ERCC-00126	102
ERCC-00130	91432
ERCC-00131	282
ERCC-00134	0
ERCC-00136	4943
ERCC-00137	3
ERCC-00138	2
ERCC-00142	0
ERCC-00143	42
ERCC-00144	29
ERCC-00145	13785
ERCC-00147	5
ERCC-00148	68
ERCC-00150	33
ERCC-00154	14
ERCC-00156	0
ERCC-00157	229
ERCC-00158	19
ERCC-00160	263
ERCC-00162	415
ERCC-00163	183
ERCC-00164	4
ERCC-00165	642
ERCC-00168	20
ERCC-00170	80
ERCC-00171	30702
