ERCC-00002	399638
ERCC-00003	43828
ERCC-00004	12147
ERCC-00009	6483
ERCC-00012	0
ERCC-00013	11
ERCC-00014	199
ERCC-00016	0
ERCC-00017	0
ERCC-00019	59
ERCC-00022	3922
ERCC-00024	0
ERCC-00025	1851
ERCC-00028	14
ERCC-00031	43
ERCC-00033	16
ERCC-00034	258
ERCC-00035	1455
ERCC-00039	54
ERCC-00040	14
ERCC-00041	2
ERCC-00042	7140
ERCC-00043	23894
ERCC-00044	2654
ERCC-00046	33448
ERCC-00048	3
ERCC-00051	52
ERCC-00053	362
ERCC-00054	97
ERCC-00057	0
ERCC-00058	55
ERCC-00059	167
ERCC-00060	6192
ERCC-00061	5
ERCC-00062	301
ERCC-00067	15
ERCC-00069	71
ERCC-00071	914
ERCC-00073	1
ERCC-00074	198748
ERCC-00075	0
ERCC-00076	2523
ERCC-00077	2
ERCC-00078	1330
ERCC-00079	1368
ERCC-00081	4
ERCC-00083	0
ERCC-00084	762
ERCC-00085	31
ERCC-00086	16
ERCC-00092	1089
ERCC-00095	200
ERCC-00096	248179
ERCC-00097	0
ERCC-00098	1
ERCC-00099	554
ERCC-00104	5
ERCC-00108	2164
ERCC-00109	5
ERCC-00111	12902
ERCC-00112	3844
ERCC-00113	65600
ERCC-00116	2269
ERCC-00117	0
ERCC-00120	4
ERCC-00123	0
ERCC-00126	91
ERCC-00130	117344
ERCC-00131	403
ERCC-00134	0
ERCC-00136	6434
ERCC-00137	2
ERCC-00138	4
ERCC-00142	0
ERCC-00143	37
ERCC-00144	24
ERCC-00145	18045
ERCC-00147	1
ERCC-00148	79
ERCC-00150	34
ERCC-00154	15
ERCC-00156	0
ERCC-00157	320
ERCC-00158	5
ERCC-00160	339
ERCC-00162	523
ERCC-00163	258
ERCC-00164	15
ERCC-00165	730
ERCC-00168	23
ERCC-00170	94
ERCC-00171	41035
