ENSG00000284662	0
ENSG00000186827	131
ENSG00000186891	42
ENSG00000160072	1418
ENSG00000041988	528
ENSG00000260179	22
ENSG00000234396	1
ENSG00000225972	8
ENSG00000224315	7
ENSG00000198744	99
ENSG00000279928	0
ENSG00000228037	101
ENSG00000142611	0
ENSG00000225630	86
ENSG00000067606	1031
ENSG00000131584	908
ENSG00000227589	0
ENSG00000237402	0
ENSG00000284616	0
ENSG00000169972	356
ENSG00000157911	679
ENSG00000269896	92
ENSG00000237973	429
ENSG00000224051	1245
ENSG00000228750	0
ENSG00000228463	29
ENSG00000238260	15
ENSG00000260972	0
ENSG00000157933	5396
ENSG00000162591	2712
ENSG00000224340	0
ENSG00000270035	2
ENSG00000169962	95
ENSG00000226545	0
ENSG00000233653	0
ENSG00000268663	0
ENSG00000226374	0
ENSG00000116285	289
ENSG00000229280	0
ENSG00000142655	1154
ENSG00000232596	0
ENSG00000235054	0
ENSG00000232663	0
ENSG00000284646	0
ENSG00000240409	0
ENSG00000229344	29
ENSG00000231510	0
ENSG00000149527	771
ENSG00000284739	0
ENSG00000007923	1825
ENSG00000171621	318
ENSG00000272235	0
ENSG00000236679	0
ENSG00000284694	0
ENSG00000162441	3823
ENSG00000230021	11
ENSG00000271264	0
ENSG00000287356	15
ENSG00000224387	8
ENSG00000187017	56
ENSG00000285629	0
ENSG00000173673	0
ENSG00000227372	1932
ENSG00000142583	3
ENSG00000223663	0
ENSG00000107404	1224
ENSG00000284674	0
ENSG00000177000	2638
ENSG00000272161	0
ENSG00000237094	36
ENSG00000069424	7082
ENSG00000224338	0
ENSG00000074800	30765
ENSG00000234546	1
ENSG00000116786	4597
ENSG00000287727	0
ENSG00000176022	1395
ENSG00000223989	0
ENSG00000228423	11
ENSG00000286448	0
ENSG00000162496	2690
ENSG00000237365	0
ENSG00000131686	115
ENSG00000229305	0
ENSG00000284703	0
ENSG00000226457	0
ENSG00000162494	0
ENSG00000173614	355
ENSG00000248527	8723
ENSG00000237728	0
ENSG00000215720	0
ENSG00000279804	0
ENSG00000116273	703
ENSG00000241326	0
ENSG00000285701	0
ENSG00000233623	4
ENSG00000162592	0
ENSG00000116254	5
ENSG00000049245	2366
ENSG00000179743	318
ENSG00000233645	0
ENSG00000234064	0
ENSG00000204624	86
ENSG00000284708	0
ENSG00000171603	9380
ENSG00000280113	0
ENSG00000142606	92
ENSG00000235146	0
ENSG00000177674	1012
ENSG00000162572	73
ENSG00000171608	20713
ENSG00000225931	27
ENSG00000236601	0
ENSG00000171729	0
ENSG00000228150	3
ENSG00000175262	6
ENSG00000279457	181
ENSG00000162571	2
ENSG00000231181	34
ENSG00000238173	0
ENSG00000158109	3241
ENSG00000229393	9
ENSG00000269978	0
ENSG00000037637	3164
ENSG00000184163	0
ENSG00000287586	3
ENSG00000159423	54
ENSG00000142599	3359
ENSG00000227169	0
ENSG00000283356	0
ENSG00000011021	553
ENSG00000272482	18
ENSG00000284747	24
ENSG00000215912	128
ENSG00000120952	0
ENSG00000243073	0
ENSG00000142615	0
ENSG00000215704	0
ENSG00000065526	9584
ENSG00000175756	1452
ENSG00000229484	19
ENSG00000157916	3122
ENSG00000157881	1575
ENSG00000116213	840
ENSG00000283611	0
ENSG00000238290	0
ENSG00000225387	0
ENSG00000127463	3263
ENSG00000048707	13664
ENSG00000158748	455
ENSG00000235643	0
ENSG00000225196	0
ENSG00000130762	2
ENSG00000187144	0
ENSG00000162444	5
ENSG00000279169	0
ENSG00000279625	0
ENSG00000180758	599
ENSG00000231219	0
ENSG00000229010	0
ENSG00000184677	3700
ENSG00000230679	42
ENSG00000270136	0
ENSG00000132879	1127
ENSG00000187545	0
ENSG00000288398	443
ENSG00000224621	0
ENSG00000239810	0
ENSG00000285833	1
ENSG00000224459	0
ENSG00000116731	11127
ENSG00000116721	0
ENSG00000215785	0
ENSG00000131697	447
ENSG00000284692	0
ENSG00000284745	0
ENSG00000225952	0
ENSG00000280222	0
ENSG00000088280	67
ENSG00000188807	441
ENSG00000284693	0
ENSG00000232298	0
ENSG00000227634	0
ENSG00000225315	0
ENSG00000198793	5371
ENSG00000078900	4
ENSG00000142661	0
ENSG00000285945	0
ENSG00000171819	0
ENSG00000229162	18
ENSG00000197921	0
ENSG00000233755	4
ENSG00000116288	3081
ENSG00000238164	361
ENSG00000233929	16
ENSG00000287810	0
ENSG00000271742	0
ENSG00000142677	0
ENSG00000131910	0
ENSG00000185436	292
ENSG00000131914	0
ENSG00000226396	54
ENSG00000232423	0
ENSG00000229247	0
ENSG00000169504	64
ENSG00000224311	0
ENSG00000225159	16
ENSG00000260063	102
ENSG00000272088	0
ENSG00000228338	0
ENSG00000270728	0
ENSG00000169641	2620
ENSG00000181773	0
ENSG00000175707	198
ENSG00000241547	75
ENSG00000224129	0
ENSG00000234166	0
ENSG00000230228	0
ENSG00000237436	21
ENSG00000233954	348
ENSG00000174950	0
ENSG00000235282	0
ENSG00000055070	11368
ENSG00000225891	81
ENSG00000175087	1627
ENSG00000171735	970
ENSG00000157191	12409
ENSG00000270733	0
ENSG00000284699	0
ENSG00000133226	15394
ENSG00000229985	0
ENSG00000162482	4
ENSG00000230035	0
ENSG00000235185	8
ENSG00000236782	1
ENSG00000215910	0
ENSG00000116663	229
ENSG00000225643	79
ENSG00000215695	0
ENSG00000284666	0
ENSG00000243659	22
ENSG00000240553	0
ENSG00000228943	0
ENSG00000215906	0
ENSG00000230703	0
ENSG00000188822	238
ENSG00000232848	0
ENSG00000234397	0
ENSG00000090273	4517
ENSG00000284309	0
ENSG00000227868	3
ENSG00000269925	38
ENSG00000142751	1685
ENSG00000189266	16605
ENSG00000162511	77401
ENSG00000158014	0
ENSG00000204138	2788
